tshirt,positive_pant,detailed,medium,low,empty,dif
a6808d9808c9e41a9b0c2d283460d337,e5882da2703896c1bbe258668def4d1d,"An image of two-tone patchwork straight-leg jeans in cotton denim, featuring a high-rise waist and a button-fly closure",Generate an image of high-rise straight-leg patchwork jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
211cae5f010953f97eae66c36f684002,b4f3f5e49285366c1a61e63caf71b8f9,"An image of charcoal grey skinny denim jeans crafted from stretch denim, featuring a mid-rise waist, five-pocket styling, zip fly, and belt loops",Generate an image of charcoal grey skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
a6a984da0fbd95e45c1d7df9092a486b,31abc9fbd027123b7d8fffa846475c91,An image of  blue denim jogger pants with a relaxed tapered fit and an elastic drawstring waistband,Generate an image of relaxed-fit blue denim jogger pants,Generate an image of jogger pants, ,"A photo of a Jeans, on white background, high quality."
a6a984da0fbd95e45c1d7df9092a486b,31abc9fbd027123b7d8fffa846475c91,An image of  blue denim jogger pants with a relaxed tapered fit and an elastic drawstring waistband,Generate an image of relaxed-fit blue denim jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
a6a984da0fbd95e45c1d7df9092a486b,31abc9fbd027123b7d8fffa846475c91,An image of  blue denim jogger pants with a relaxed tapered fit and an elastic drawstring waistband,Generate an image of relaxed-fit blue denim jogger pants,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
a65b0afe8e8b4a066a0224d42196ca0f,a69850029a6d5d5a5bc44ef5d552b24b,An image of  blue cotton denim slim bootcut jeans with distressed detailing and a raw hem,Generate an image of blue slim bootcut jeans,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
762be96c2002c7cc7a18b06c8b172f7a,f3fd6542c221d6cfacd0fb6e45e2db8b,An image of black tapered cotton jogger pants with elastic cuffs,Generate an image of black tapered jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
762be96c2002c7cc7a18b06c8b172f7a,f3fd6542c221d6cfacd0fb6e45e2db8b,An image of black tapered cotton jogger pants with elastic cuffs,Generate an image of black tapered jogger pants,Generate an image of jogger pants, ,"A photo of a Joggers, on white background, high quality."
15fc6b56bcbb63a8081d334c5de58b68,29019da587e94edba6664e601f2f5d7d,"An image of  light blue distressed denim cropped jeans with paint-splatter accents, slim fit, and frayed hems",Generate an image of light blue cropped distressed jeans with paint splatter,Generate an image of cropped jeans, ,"A photo of a Jeans, on white background, high quality."
3076ec5a40b13c477ea385f17216964f,fc82c930b1a9f7957ebe24af5d4d3cf7,"An image of black cotton gothic streetwear shorts with a relaxed fit, layered asymmetrical panels, and a contrasting red drawstring",Generate an image of black layered streetwear shorts with relaxed fit and red drawstring,Generate an image of gothic shorts, ,"A photo of a Shorts, on white background, high quality."
85d562f19ba2d9fa87f4a68dffd2f859,d63906fccbf416dad71b20429dae5f73,"An image of  cropped distressed skinny jeans in blue stretch denim, skinny fit with frayed hems and fishnet patches under the rips",Generate an image of cropped skinny-fit distressed jeans with fishnet patches,Generate an image of distressed skinny jeans, ,"A photo of a Jeans, on white background, high quality."
0aabd974ca4e1a61e3f0f4a14c8f242d,65c3c84e3d9f05312eccabb0dfdb1789,"An image of dark blue high-waisted flared denim jeans featuring a classic five-pocket design, belt loops, and a snug hip fit that widens from knee to hem",Generate an image of dark blue high-waisted flared jeans,Generate an image of flared jeans, ,"A photo of a Jeans, on white background, high quality."
2eb3eaee355e76995404577eb93bad8c,4e798ff2e6981d75b2fa14dd770ad2e0,"An image of black distressed skinny jeans made from stretch denim, featuring a slim, body-hugging fit with ripped knees and frayed hems",Generate an image of black skinny-fit jeans with distressed detailing,Generate an image of distressed skinny jeans, ,"A photo of a Jeans, on white background, high quality."
06ffbe4347addeb638a71dee0b1c76a6,a56843d94356347d90f434e36916d1ba,An image of  mid-wash blue denim skinny ankle jeans featuring distressed details and a knee rip,Generate an image of  skinny ankle jeans in mid-wash denim,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
0ef200777f1aa8c36000ccbe2eccd5f0,519ef35a92b5713529da01a713812e53,"An image of black tapered cargo jogger pants made from mid-weight cotton twill, featuring flap cargo pockets, an elastic drawstring waistband, and ribbed cuffs for a streetwear look",Generate an image of black tapered cargo jogger pants with cargo pockets,Generate an image of cargo jogger pants, ,"A photo of a Cargo Pants, on white background, high quality."
0ef200777f1aa8c36000ccbe2eccd5f0,519ef35a92b5713529da01a713812e53,"An image of black tapered cargo jogger pants made from mid-weight cotton twill, featuring flap cargo pockets, an elastic drawstring waistband, and ribbed cuffs for a streetwear look",Generate an image of black tapered cargo jogger pants with cargo pockets,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
19dbe87b5a50fe5b1269ef7cb83df005,f2a3aa9bfdb1463d15362fb6aefed719,"An image of  black denim skinny jeans featuring a high waist, figure-hugging fit, classic five-pocket construction, and subtle stretch",Generate an image of black high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
12b9b03bbc94d4e5ffe1241840bba182,a3d81c1ee8159f11f8fc86d11a120c3f,"An image of  black fleece jogger sweatpants in a relaxed tapered fit, featuring soft fleece fabric, an elastic waistband, ribbed ankle cuffs, and a bold white leg print",Generate an image of black tapered fleece jogger sweatpants,Generate an image of jogger sweatpants, ,"A photo of a Sweatpants, on white background, high quality."
b134faf4c7588850100b18266b0778f0,33dae88b57d81023fb86503364dc09e3,"An image of  light wash denim bootcut jeans with a mid-rise fit, featuring a raw hem and front slits at the cuffs",Generate an image of light wash bootcut jeans with raw hems,Generate an image of bootcut jeans, ,"A photo of a Jeans, on white background, high quality."
333693d8f84cac97c9c87a2651346ee5,258e08ee98cce548e81a439eb6725600,"An image of  light-wash denim skinny jeans with a snug fit, five-pocket styling, and raw unfinished hems",Generate an image of  light-wash skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
052d9bfb62fb0b0ed6193f59811bada4,3a1f6fc6b198cc789620a2c2307c736f,"An image of black slim-fit joggers made from a soft stretch cotton blend, featuring tapered legs, an elastic waistband, and functional zipper pockets",Generate an image of black slim-fit joggers with zipper pockets,Generate an image of joggers, ,"A photo of a Joggers, on white background, high quality."
b122864829a9c796e0441e12f8ada23b,40a6af21cdc9c23923d254ca1a4f49fd,"An image of  olive green cotton cargo shorts with a relaxed fit, drawstring waistband, multiple flap pockets, and knee-length hem",Generate an image of relaxed olive green cargo drawstring shorts,Generate an image of cargo shorts, ,"A photo of a Cargo Shorts, on white background, high quality."
b145deb721781edfb03b55917ff829b2,78c63b1128778a957f4dc35b3d340add,"Generate an image of light blue denim straight-leg jeans with a relaxed fit, showcasing a pink heart patch on the thigh and matching pink side stripes",Generate an image of light blue straight-leg denim jeans with pink side stripes,Generate an image of denim jeans with a heart patch, ,"A photo of a Jeans, on white background, high quality."
8e50d218d532c5fb07a29100f3ce9b2b,901d35314210f8039037a918ea5927a2,"An image of black cotton cargo shorts featuring a relaxed fit, adjustable drawstring waistband, and flap cargo pockets",Generate an image of black relaxed-fit cargo shorts with a drawstring waist,Generate an image of cargo shorts, ,"A photo of a Cargo Shorts, on white background, high quality."
9de9fc0da377dc6e2fd83c63963681d3,9e004f64c90f3c5a8840f46755c9620f,"An image of a light-wash denim mini skort with a button-front closure, crafted from cotton denim, fitted at the waist and cut to a mini length",Generate an image of a light-wash denim mini skort,Generate an image of a denim skort, ,"A photo of a Skirt, on white background, high quality."
9de9fc0da377dc6e2fd83c63963681d3,9e004f64c90f3c5a8840f46755c9620f,"An image of a light-wash denim mini skort with a button-front closure, crafted from cotton denim, fitted at the waist and cut to a mini length",Generate an image of a light-wash denim mini skort,Generate an image of a denim skort, ,"A photo of a Skort, on white background, high quality."
4b7ea19468d50e6978f64fa61c1fec03,8eade0a085bc46bd4bfad70eb0f685c9,"An image of dark-wash denim cropped straight-leg jeans with a mid-rise waist, classic five-pocket styling, and raw cut hems",Generate an image of cropped straight-leg jeans in dark wash denim,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
1f1237dee1d945dacf4c088f20097e39,5b3328bd0241192bbac55f830bbc8be1,"An image of light wash distressed denim shorts with an elastic waistband, relaxed fit, and frayed hems",Generate an image of light wash elastic-waist denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
406374a0b55ae30569824a8a2caa6536,523bed4ed56a8036cd76f9221e02529b,"Generate an image of black distressed skinny denim jeans with a tight fit, featuring ripped knees and frayed details",Generate an image of black skinny jeans with ripped knees,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
0dacc8162b9a1c47086d24994f6c4017,0765d56b54cc48ef6d4020751a481940,"Generate an image of khaki cotton cargo jogger pants with an elastic waistband, tapered fit, cuffed ankles, and side cargo pockets",Generate an image of khaki tapered cargo jogger pants,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
0dacc8162b9a1c47086d24994f6c4017,0765d56b54cc48ef6d4020751a481940,"Generate an image of khaki cotton cargo jogger pants with an elastic waistband, tapered fit, cuffed ankles, and side cargo pockets",Generate an image of khaki tapered cargo jogger pants,Generate an image of cargo jogger pants, ,"A photo of a Cargo Joggers, on white background, high quality."
9affbcebeab98d9bfcb01ef3c11a5c4c,3aa04fe7bb1897490f3ce5545cdf801e,An image of black slim-fit denim jeans with distressed ripped knees and classic five-pocket detailing,Generate an image of black slim-fit denim jeans,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
79db3374ae48e6c3177c5a02d11feb5e,7c453e9516dd61bcacd030c2518aeed4,An image of white high-waisted distressed denim cutoff shorts with frayed hems and a snug fit,Generate an image of white high-waisted denim cutoff shorts,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
79db3374ae48e6c3177c5a02d11feb5e,7c453e9516dd61bcacd030c2518aeed4,An image of white high-waisted distressed denim cutoff shorts with frayed hems and a snug fit,Generate an image of white high-waisted denim cutoff shorts,Generate an image of denim cutoff shorts, ,"A photo of a Cutoff Shorts, on white background, high quality."
6a5dc0013a7071d9f74c4deb682a8d8f,519ef35a92b5713529da01a713812e53,"An image of black tapered cargo jogger pants made from mid-weight cotton twill, featuring flap cargo pockets, an elastic drawstring waistband, and ribbed cuffs for a streetwear look",Generate an image of black tapered cargo jogger pants with cargo pockets,Generate an image of cargo jogger pants, ,"A photo of a Cargo Pants, on white background, high quality."
6a5dc0013a7071d9f74c4deb682a8d8f,519ef35a92b5713529da01a713812e53,"An image of black tapered cargo jogger pants made from mid-weight cotton twill, featuring flap cargo pockets, an elastic drawstring waistband, and ribbed cuffs for a streetwear look",Generate an image of black tapered cargo jogger pants with cargo pockets,Generate an image of cargo jogger pants, ,"A photo of a Cargo Jogger Pants, on white background, high quality."
